杰米·瓦尔迪,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=101668,179cm,74kg,英格兰,1987-01-11,前锋
斯利马尼,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=149828,188cm,83kg,阿尔及利亚,1988-06-18,前锋
阿约泽·佩雷斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=168580,178cm,72kg,西班牙,1993-07-29,
伊希纳乔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=173515,185cm,82kg,,1996-10-03,
韦斯·摩根,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=15033,186cm,101kg,牙买加,1984-01-21,后卫
克里斯蒂安.富克斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=37402,187cm,89kg,奥地利,1986-04-07,后卫
乔尼.埃文斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=37642,188cm,77kg,北爱尔兰,1988-01-03,后卫
哈里·马奎尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=95658,194cm,100kg,英格兰,1993-03-05,
里卡多·佩雷拉,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=111931,175cm,70kg,葡萄牙,1993-10-06,
本-奇维尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=172850,178cm,77kg,,1996-12-21,
本科维奇,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=213405,194cm,80kg,,1997-07-13,
瑟云聚,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=218031,185cm,82kg,,1996-05-23,后卫
厄尔丁-雅库波维奇,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=11974,191cm,85kg,瑞士,1984-10-02,
卡斯帕·舒梅切尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=17745,189cm,89kg,丹麦,1986-11-05,
丹尼-沃德,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=95463,191cm,88kg,威尔士,1993-06-22,门将
詹姆斯.米尔纳,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=15157,175cm,70kg,英格兰,1986-01-04,中场
亚当·拉拉纳,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=39155,172cm,73kg,英格兰,1988-05-10,中场
乔治尼奥·维纳尔杜姆,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=41733,175cm,69kg,荷兰,1990-11-11,前卫
乔丹.亨德森,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=56979,182cm,67kg,英格兰,1990-06-17,中场
张伯伦 ,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=81880,180cm,70kg,英格兰,1993-08-15,前卫
法比尼奥,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=116643,188cm,78kg,巴西,1993-10-23,后卫
肯特,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=141291,172cm,65kg,,1996-11-11,
哈里-威尔逊,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=153682,173cm,70kg,,1997-03-22,
纳比.凯塔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=175592,172cm,64kg,几内亚,1995-02-10,
谢尔丹.沙基里,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=68312,169cm,72kg,瑞士,1991-10-10,中场
罗伯托.菲尔米诺,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=92217,181cm,76kg,巴西,1991-10-02,
萨迪奥.马内,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=110979,175cm,69kg,塞内加尔,1992-04-10,
默罕默德·萨拉赫,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=118748,175cm,71kg,埃及,1992-06-15,
迪沃克·奥里吉,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=152760,185cm,75kg,比利时,1995-04-18,前锋
伍德伯恩,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=182436,174cm,72kg,,1999-10-15,
布鲁斯特,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=195473,180cm,75kg,,2000-04-01,
德扬.洛夫伦,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=38454,188cm,84kg,波黑,1989-07-05,后卫
纳坦纳尔·克莱因,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=57328,175cm,67kg,英格兰,1991-04-05,后卫
乔尔.马蒂普,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=60914,195cm,90kg,喀麦隆,1991-08-08,后卫
维吉尔·范迪克,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=97032,193cm,92kg,荷兰,1991-07-08,
安德鲁·罗伯逊,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=122798,178cm,64kg,苏格兰,1994-03-11,
约瑟夫-戈麦斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=171287,188cm,77kg,England,1997-05-23,
西蒙.米尼奥莱,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=66797,193cm,87kg,比利时,1988-03-06,门将
贝克,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=116535,191cm,91kg,,1992-10-02,门将
大卫.席尔瓦,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=20664,173cm,67kg,西班牙,1986-01-08,中场
费尔南迪尼奥,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=27789,179cm,67kg,巴西,1985-05-04,中场
法比安.德尔夫,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=41823,174cm,60kg,英格兰,1989-11-21,中场
伊尔凯.京多安,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=59859,180cm,79kg,土耳其,1990-10-24,
凯文·德布劳内,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=61366,181cm,68kg,比利时,1991-06-28,中场
利亚德·马赫雷斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=103025,179cm,67kg,阿尔及利亚,1991-02-21,前锋
贝尔纳多.席尔瓦,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=165809,173cm,64kg,葡萄牙,1994-08-10,
