祖,http://soccer.stats.qq.com/player.htm?type=xijia&t1=89747,192cm,83kg,西班牙,1989-12-23,
卢卡.莫德里奇,http://soccer.stats.qq.com/player.htm?type=xijia&t1=37055,172cm,66kg,克罗地亚,1985-09-09,中场
托尼·克罗斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=44989,183cm,76kg,德国,1990-01-04,中场
詹姆斯.罗德里格斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=60025,181cm,78kg,哥伦比亚,1991-07-12,中场
卡塞米罗,http://soccer.stats.qq.com/player.htm?type=xijia&t1=61256,185cm,84kg,巴西,1992-02-23,中场
伊斯科,http://soccer.stats.qq.com/player.htm?type=xijia&t1=80209,176cm,79kg,西班牙,1992-04-21,中场
卢卡斯.巴斯克斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=107593,173cm,70kg,西班牙,1991-07-01,中场
卢卡斯-席尔瓦,http://soccer.stats.qq.com/player.htm?type=xijia&t1=120536,182cm,80kg,巴西,1993-02-16,
布拉希姆.迪亚兹,http://soccer.stats.qq.com/player.htm?type=xijia&t1=216183,170cm,68kg,,1999-08-03,
卡里姆.本泽马,http://soccer.stats.qq.com/player.htm?type=xijia&t1=19927,185cm,81kg,法国,1987-12-19,前锋
加雷斯·贝尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=36903,185cm,81kg,威尔士,1989-07-16,前锋
埃登.阿扎尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=42786,173cm,76kg,比利时,1991-01-07,中场
马约拉尔-莫亚,http://soccer.stats.qq.com/player.htm?type=xijia&t1=199248,182cm,74kg,,1997-04-05,
塞尔吉奥.拉莫斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=17861,184cm,82kg,西班牙,1986-03-30,后卫
马塞洛.维耶拉,http://soccer.stats.qq.com/player.htm?type=xijia&t1=39563,174cm,80kg,巴西,1988-05-12,后卫
纳乔·费尔南德斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=88477,180cm,76kg,西班牙,1990-01-18,
卡瓦哈尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=88483,173cm,73kg,西班牙,1992-01-11,后卫
拉斐尔.瓦拉内,http://soccer.stats.qq.com/player.htm?type=xijia&t1=90152,191cm,81kg,法国,1993-04-25,后卫
瓦列霍,http://soccer.stats.qq.com/player.htm?type=xijia&t1=178876,184cm,79kg,,1997-01-05,
凯勒·纳瓦斯 ,http://soccer.stats.qq.com/player.htm?type=xijia&t1=28411,185cm,79kg,哥斯达黎加,1986-12-15,门将
库尔图瓦,http://soccer.stats.qq.com/player.htm?type=xijia&t1=60772,199cm,96kg,比利时,1992-05-11,门将
戴维.苏鲁图萨,http://soccer.stats.qq.com/player.htm?type=xijia&t1=54371,186cm,79kg,法国,1986-07-19,
阿西尔.伊利亚拉门迪,http://soccer.stats.qq.com/player.htm?type=xijia&t1=84086,179cm,75kg,西班牙,1990-03-08,
门萨内拉,http://soccer.stats.qq.com/player.htm?type=xijia&t1=88550,178cm,70kg,Spain,1992-05-21,
古铁雷斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=90328,181cm,69kg,西班牙,1992-10-22,
阿德南·贾努扎伊,http://soccer.stats.qq.com/player.htm?type=xijia&t1=154976,186cm,76kg,比利时,1995-02-05,中场
莫雷诺,http://soccer.stats.qq.com/player.htm?type=xijia&t1=49656,183cm,76kg,墨西哥,1988-01-17,后卫
劳尔·纳瓦斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=61814,186cm,84kg,西班牙,1988-05-11,
Zaldúa,http://soccer.stats.qq.com/player.htm?type=xijia&t1=98821,176cm,70kg,Spain,1992-06-24,
凯文·罗德里格斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=116626,170cm,70kg,法国,1994-03-05,
